Circuit ID,Source of ID,Names
spr3V,DHBA,suprapineal recess of 3V
mmr3V,DHBA,mammillary recess of 3V
IVF,DHBA,interventricular foramen
FSS,DHBA,surface structures of forebrain
CeS,DHBA,cerebral sulci
PriS,DHBA,primary sulci
cas,DHBA,calcarine fissure
cas-r,DHBA,rostral (common) portion of calcarine fissure
cas-c,DHBA,caudal portion of calcarine fissure
cas-cs,DHBA,superior ramus of caudal calcarine fissure
cas-ci,DHBA,inferior ramus of caudal calcarine fissure
cals,DHBA,callosal sulcus
cs,DHBA,central sulcus
cis,DHBA,cingulate sulcus
mr,DHBA,marginal ramus of cis
csr,DHBA,circular sulcus of Reil
csr-u,DHBA,upper limiting sulcus
csr-l,DHBA,lower limiting sulcus
cols,DHBA,collateral sulcus
cols-r,DHBA,"collateral sulcus, rostral segment"
cols-c,DHBA,"collateral sulcus, caudal segment"
hf,DHBA,hippocampal fissure
ips,DHBA,intraparietal sulcus
las,DHBA,lateral (sylvian) fissure
las-r,DHBA,"lateral fissure, rostral ramus"
las-m,DHBA,"lateral fissure, middle (ascending) ramus"
las-c,DHBA,"lateral fissure, caudal ramus"
los,DHBA,longitudinal fissure
ots,DHBA,occipitotemporal sulcus
ols,DHBA,olfactory sulcus
ors,DHBA,orbital sulcus
ors-m,DHBA,medial orbital sulcus
ors-l,DHBA,lateral orbital sulcus
ors-t,DHBA,transverse orbital sulcus
pos,DHBA,parietooccipital fissure
pos-le,DHBA,"parietooccipital fissure, lateral extension"
pocs,DHBA,postcentral sulcus
prcs,DHBA,precentral sulcus
sts,DHBA,superior temporal sulcus
tranf,DHBA,transverse cerebral fissure
SecS,DHBA,secondary sulci
aos,DHBA,anterior occipital sulcus
ascs,DHBA,anterior subcentral sulcus
csin,DHBA,central sulcus of insula
ers,DHBA,endorhinal sulcus
fimd,DHBA,fimbriodentate sulcus
fms,DHBA,frontomarginal sulcus
ifs,DHBA,inferior frontal sulcus
its,DHBA,inferior temporal sulcus
imfs,DHBA,intermediate frontal sulcus
ios,DHBA,inferior occipital sulcus
mffs,DHBA,mid-fusiform sulcus
mos,DHBA,middle (lateral) occipital sulcus
mligs,DHBA,mid-lingual sulcus
lus,DHBA,lunate sulcus
mfs,DHBA,medial frontal sulcus
pacs,DHBA,paracentral sulcus
pacis,DHBA,paracingulate sulcus
phligs,DHBA,parahippocampo-ligual sulcus
pols,DHBA,parolfactory sulcus
pols-r,DHBA,rostral parolfactory sulcus
pols-c,DHBA,caudal parolfactory sulcus
prin,DHBA,precentral sulcus of insula
poin,DHBA,postcentral sulcus of insula
poscs,DHBA,posteior subcentral sulcus
rs,DHBA,rhinal sulcus
ros,DHBA,rostral sulcus
ros-s,DHBA,superior rostral sulcus
ros-i,DHBA,inferior rostral sulcus
ss,DHBA,semiannular sulcus
sps,DHBA,subparietal (splenial) sulcus
sfs,DHBA,superior frontal sulcus
spas,DHBA,superior parietal sulcus
tps,DHBA,temporopolar sulcus
tps-m,DHBA,medial temporopolar sulcus
tps-l,DHBA,lateral temporopolar sulcus
tts,DHBA,transverse temporal sulcus
atts,DHBA,anterior transverse temporal sulcus
ptts,DHBA,posterior transverse temporal sulcus
ims,DHBA,intermediate transverse temporal sulcus
tts-le,DHBA,lateral extension of transverse temporal sulcus
tros,DHBA,transverse occipital sulcus
us,DHBA,uncal sulcus
CeG,DHBA,cerebral gyri and lobules
FroL,DHBA,frontal lobe
PrCG,DHBA,precentral gyrus
SFG,DHBA,superior frontal gyrus
MFG,DHBA,middle frontal gyrus
IFG,DHBA,inferior frontal gyrus
IFGtr,DHBA,"inferior frontal gyrus, triangular part"
IFGop,DHBA,"inferior frontal gyrus, opercular part"
IFGor,DHBA,"inferior frontal gyrus, orbital part"
ReG,DHBA,gyrus rectus (straight gyrus)
MOrG,DHBA,medial orbital gyrus
AOrG,DHBA,anterior intermediate orbital gyrus
POrG,DHBA,posterior intermediate orbital gyrus
LOrG,DHBA,lateral orbital gyrus
PCLr,DHBA,"paracentral lobule, rostral part"
PaCG,DHBA,paracingulate gyrus
FrO,DHBA,frontal operculum
OrO,DHBA,orbital operculum
RoG,DHBA,rostral gyrus
SRoG,DHBA,superior rostral gyrus
IRoG,DHBA,inferior rostral gyrus
LOG,DHBA,lateral olfactory gyrus
FMG,DHBA,frontomarginal gyrus
FP,DHBA,frontal pole
ParL,DHBA,parietal lobe
PoCG,DHBA,postcentral gyrus
SPL,DHBA,supraparietal lobule
IPL,DHBA,inferior parietal lobule
SMG,DHBA,supramarginal gyrus
FasNO,makeshift,inhibit nucleoolivary nucleus of Fas
AnG,DHBA,angular gyrus
PrCun,DHBA,precuneus
PCLc,DHBA,"paracentral lobule, caudal part"
PaO,DHBA,parietal operculum
TemL,DHBA,temporal lobe
STG,DHBA,superior temporal gyrus
MTG,DHBA,middle temporal gyrus
ITG,DHBA,inferior temporal gyrus
FuGt,DHBA,"occipitotemporal (fusiform) gyrus, temporal part"
PRG,DHBA,perirhinal gyrus ( rostral part of FuGt)
TTG,DHBA,transverse temporal gyrus (Heschl's gyrus)
TTGr,DHBA,rostral (anterior) transverse temporal gyrus
TTGc,DHBA,caudal (posterior) transverse temporal gyrus
PLT,DHBA,planum temporale
TP,DHBA,temporal pole
PRL,DHBA,perirhinal lobule
PLP,DHBA,planum polare
OccL,DHBA,occipital lobe
OP,DHBA,occipital pole
OPR,DHBA,occipitoparietal transition region
OTR,DHBA,occipitotemporal transition region
Cun,DHBA,cuneus
LiG,DHBA,lingual gyrus
FuGo,DHBA,"occipitotemporal (fusiform) gyrus, occipital part"
IOG,DHBA,inferior occipital gyrus
SOG,DHBA,superior occipital gyrus
InL,DHBA,insular lobe
LIG,DHBA,long insular gyri
SIG,DHBA,short insular gyri
LimL,DHBA,limbic lobe
CgG,DHBA,cingulate gyrus
CgGr,DHBA,"cingulate gyrus, rostral (anterior) part"
CgGc,DHBA,"cingulate gyrus, caudal (posterior) part"
CgGrs,DHBA,"cingulate gyrus, retrospleninal part"
IsCPH,DHBA,cingulo-parahippocampal isthmus
SCG,DHBA,subcallosal gyrus (parolfactory gyrus)
PTG,DHBA,paraterminal gyrus
PHG,DHBA,parahippocampal gyrus
APH,DHBA,anterior parahippocampal gyrus
PPH,DHBA,posterior parahippocampal gyrus
UN,DHBA,uncus of parahippocampal gyrus
AG,DHBA,ambiens gyrus
BG,DHBA,band of Giacomini
ILG,DHBA,intralimbic gyrus
SLG,DHBA,semilunar gyrus
HiF,DHBA,hippocampal gyrus (formation)
HiH,DHBA,head of hippocampus
HiD,DHBA,digitations of hippocampus
HiB,DHBA,body of hippocampus
HiT,DHBA,tail of hippocampus
FaG,DHBA,fasciolar gyrus
Retz,DHBA,Retzius' gyrus
Subx,DHBA,subicular complex
PrPir,DHBA,prepiriform region
APS,DHBA,anterior perforated substance
HaTr,DHBA,habenular triangle
InF,DHBA,infundibular stalk
LI,DHBA,limen insula
MB,DHBA,mammillary body
PrN,DHBA,preoccipital notch
TPUJ,DHBA,temporopolar uncal junction
TN,DHBA,tentorial notch
TC,DHBA,Tuber cinereum
ASFV,DHBA,adjoining structures of forebrain ventricles
CalA,DHBA,calcar avis
ChoLV,DHBA,choroid plexus of lateral ventricle
Cho3V,DHBA,choroid plexus of 3V
ChoF,DHBA,choroid fissure
ColE,DHBA,collateral eminence
ColT,DHBA,collateral trigone
hyths,DHBA,hypothalamic sulcus
InTh,DHBA,interthalamic adhesion (massa intermedia)
LaT,DHBA,lamina terminalis
OVLT,DHBA,organum vasculosum laminae terminalis
SFO,DHBA,subfornical organ
Pell,DHBA,septum pellucidum
cpell,DHBA,cavum septi pellucidi
vip,DHBA,velum interpositum
fbv,DHBA,blood vessels of forebrain
M,DHBA,midbrain(msencephalon)
MGM,DHBA,gray matter of midbrain
PTR,DHBA,pretectal region
PTN,DHBA,pretectal nuclear complex
DPT,DHBA,dorsal (posterior/sublentiform) pretectal nucleus
MPT,DHBA,medial pretectal nucleus
NOP,DHBA,nucleus of the optic tract (lentiform nucleus)
OPT,DHBA,olivary pretectal nucleus
APT,DHBA,anterior (ventral /principal) pretectal nucleus
APTc,DHBA,"anterior pretectal nucleus, compact division"
APTr,DHBA,"anterior pretectal nucleus, reticular division"
AOP,DHBA,accessory nuclei of optic tract; accessory optic system (AOS)
AOPd,DHBA,"accessory nuclei of optic tract, dorsal nucleus"
AOPl,DHBA,"accessory nuclei of optic tract, lateral nucleus"
AOPm,DHBA,"accessory nuclei of optic tract, medial nucleus"
MTg,DHBA,midbrain tegmentum
RF,collection,reticular formation
aRF,makeshift,afferent reticular formation
eRF,collection,efferent reticular formation
MEN,DHBA,efferent nuclei of the cranial nerves in the midbrain
EW,DHBA,Edinger-Westphal nucleus (accessory oculomotor nucleus)
3N,DHBA,oculomotor nucleus (OMN)
3N_IO,makeshift,oculomotor nucleus innervating inferior oblique
3N_IR,makeshift,oculomotor nucleus innervating inferior rectus
3N_MR,makeshift,oculomotor nucleus innervating medial rectus
3N_SR,makeshift,oculomotor nucleus innervating superior rectus
3AM,DHBA,anterior median oculomotor nucleus
3CC,DHBA,caudal central oculomotor nucleus
3C,DHBA,central oculomotor nucleus
3D,DHBA,dorsal oculomotor nucleus
3M,DHBA,medial oculomotor nucleus
3Vn,DHBA,ventral oculomotor nucleus
4N,DHBA,trochlear nucleus
S4N,DHBA,supratrochlear nucleus
MAN,DHBA,afferent nuclei of the cranial nerves in midbrain
Me5,DHBA,mesencephalic trigeminal nucleus
PAG,DHBA,"periaqueductal gray substance, Periaqueductal grey"
PAGD,DHBA,"periaqueductal gray substance, dorsolateral portion"
PAGdm,DHBA,"periaqueductal gray substance,dorsomedial division"
PAGdl,DHBA,"periaqueductal gray substance, dorsolateral division"
PAGl,DHBA,"periaqueductal gray substance, lateral division"
PAGvl,DHBA,"periaqueductal gray substance, ventrolateral division"
PAGpl,DHBA,"periaqueductal gray substance, pleioglial division"
PAGV,DHBA,"periaqueductal gray substance, ventral portion"
DRc,DHBA,cap of dorsal raphe nucleus
Dk,DHBA,nucleus of Darkschewitsch
PC3,DHBA,parvicellular oculomotor nucleus
Su3C,DHBA,supraoculomotor cap
Su3,DHBA,supraoculomotor nucleus
MRa,DHBA,"midbrain raphe nuclei, Raphe nucleus, R"
DR,DHBA,dorsal raphe nucleus
DRC,DHBA,"dorsal raphe nucleus, caudal part"
DRD,DHBA,"dorsal raphe nucleus, dorsal part"
DRI,DHBA,"dorsal raphe nucleus, interfascicular part"
DRL,DHBA,"dorsal raphe nucleus, lateral part"
DRV,DHBA,"dorsal raphe nucleus, ventral part"
DRVL,DHBA,"dorsal raphe nucleus, ventrolateral part"
Lin,DHBA,linear nucleus of the midbrain
CLiZ,DHBA,"caudal linear nucleus of the raphe, Nucleus linearis caudalis, LiC"
CLinAz,DHBA,"caudal linear nucleus of the raphe, azygos part"
CLinZ,DHBA,"caudal linear nucleus of the raphe, zygos part"
RLin,DHBA,rostral linear nucleus of the raphe
MnR,DHBA,median raphe nucleus
PMnR,DHBA,paramedian raphe nucleus
PDR,DHBA,posterodorsal raphe nucleus
Rbd,DHBA,rhabdoid nucleus
isRt,DHBA,isthmic reticular formation
MRF,DHBA,midbrain reticular formation
CnF,DHBA,Cuneiform nucleus
PrCnF,DHBA,precuneiform area
U,DHBA,nucleus U
PTg,DHBA,pedunculo(pontine) tegmental nucleus
PTgC,DHBA,"pedunculo(pontine) tegmental nucleus, compact part"
PTgD,DHBA,"pedunculo(pontine) tegmental nucleus, dissipated part"
SubCn,DHBA,subcuneiform nucleus
Lth,DHBA,lithoid nucleus
RN,DHBA,red nucleus
RNdm,DHBA,"red nucleus, dorsomedial part"
RNmc,DHBA,"red nucleus, magnocellular part; mRN"
RNpc,DHBA,"red nucleus, parvicellular part; pRN"
SN,DHBA,substantia nigra
SNC,DHBA,"substantia nigra, compact part"
SNCd,DHBA,"substantia nigra, compact part, dorsal subdivision"
SNCm,DHBA,"substantia nigra, compact part, medial subdivision"
SNCv,DHBA,"substantia nigra, compact part, ventral subdivision"
SNL,DHBA,"substantia nigra, lateral part"
SNR,DHBA,"substantia nigra, reticular part"
VTR,DHBA,ventral tegmental region of midbrain
VTA,DHBA,ventral tegmental area
IF,DHBA,interfascicular nucleus
PBP,DHBA,parabrachial pigmented nucleus
PIF,DHBA,parainterfascicular nucleus
PaN,DHBA,paranigral nucleus
IP,DHBA,interpeduncular nucleus
IPa,DHBA,"interpeduncular nucleus, apical subnucleus"
IPc,DHBA,"interpeduncular nucleus, caudal subnucleus"
IPdm,DHBA,"interpeduncular nucleus, dorsomedial subnucleus"
IPi,DHBA,"interpeduncular nucleus, intermediate subnucleus"
IPl,DHBA,"interpeduncular nucleus, lateral subnucleus"
IPr,DHBA,"interpeduncular nucleus, rostral subnucleus"
XMTg,DHBA,other nuclei in midbrain tegmentum
CeMe,DHBA,central mesencephalic nucleus
CTF,DHBA,central tegmental field
DA8,DHBA,"A8 dopamine cells, A8"
I3,DHBA,interoculomotor nucleus
InC,DHBA,interstitial nucleus of Cajal
Lt,DHBA,lateral terminal nucleus of accessory optic tract
MCPC,DHBA,magnocellular nucleus of the posterior commissure
MA3,DHBA,medial accessory oculomotor nucleus
MiTg,DHBA,microcellular tegmental nucleus
p1Rt,DHBA,p1 reticular formation
PaC,DHBA,paracollicular tegmentum
PaP,DHBA,parapeduncular nucleus
Pa4,DHBA,paratrochlear nucleus
PP,DHBA,Peripeduncular nucleus
PDTg,DHBA,posterodorsal tegmental nucleus
PrC,DHBA,precommissural nucleus
PrEW,DHBA,pre-Edinger-Westphal nucleus
RIs,DHBA,retroisthmic nucleus
RRF,DHBA,retrorubral field
SubB,DHBA,subbrachial nucleus
MTc,DHBA,midbrain tectum
SC,DHBA,superior colliculus
cSCI,makeshift,"caudal parts of superior colliculus, intermediate layer"
cSCS,makeshift,"caudal parts of superior colliculus, superior layer"
rSCI,makeshift,"rostral parts of superior colliculus, intermediate layer"
rSCS,makeshift,"rostral parts of superior colliculus, superior layer"
SCS,DHBA,Superficial layer of superior colliculus
SCSon,DHBA,optic nerve layer of superior colliculus
SCSg,DHBA,superficial gray layer of superior colliculus
SCSw,DHBA,superficial white layer of superior colliculus
SCSz,DHBA,zonal layer of superior colliculus
SCI,DHBA,Intermediage layer of the superior colliculus
SCIg,DHBA,intermediate gray layer of superior colliculus
SCIw,DHBA,intermediate white layer of superior colliculus
SCD,DHBA,Deep layer of superior colliculus
SCDg,DHBA,deep gray layer of superior colliculus
SCDw,DHBA,deep white layer of superior colliculus
BrSC,DHBA,nucleus of branchium of superior colliculus
IC,DHBA,inferior colliculus
CxIC,DHBA,cortex of inferior colliculus
CICd,DHBA,dorsal cortex of inferior colliculus
CICe,DHBA,external cortex of inferior colliculus
CIC,DHBA,central nucleus of inferior colliculus
ICN,DHBA,intercollicular nucleus
INPC,DHBA,interstitial nucleus of posterior commissure
MxTZ,DHBA,matrix layer of the tectal zone
BrIC,DHBA,nucleus of the brachium of inferior colliculus
PBG,DHBA,parabigeminal nucleus
Sag,DHBA,sagulum nucleus
SCO,DHBA,subcommissural organ
MTS,DHBA,transient structures of midbrain
MNM,DHBA,mesencephalic neuromere (mesomere)
M-1,DHBA,mesomere 1
M-2,DHBA,mesomere 2
MZM,DHBA,marginal zone of midbrain
IZM,DHBA,intermediate (mantle) zone of midbrain
IZMro,DHBA,roof plate of midbrain
IZMal,DHBA,alar plate (tectal zone) of midbrain
IZMba,DHBA,basal plate of midbrain
IZMbam,DHBA,medial tegmental zone
IZMbal,DHBA,lateral tegmental zone
IZMfl,DHBA,floor plate of midbrain
VZM,DHBA,ventricular (matrix) zone of midbrain
MWM,DHBA,white matter of midbrain
bic,DHBA,brachium of inferior colliculus
bsc,DHBA,brachium of superior colliculus
ctg-m,DHBA,"central tegmental tract, midbrain portion"
cpd,DHBA,cerebral peduncle (crus cerebri)
cpn-m,DHBA,"corticopontine fibers, midbrain portion"
fpn-m,DHBA,"frontal pontine fibers, midbrain portion"
potpn-m,DHBA,"parieto-occipito-temporal pontine fibers, midbrain portion"
py-m,DHBA,"pyramidal tract, midbrain portion"
cbu-m,DHBA,"corticobulbar tract, midbrain portion"
cmic,DHBA,commissure of inferior colliculus
cme,DHBA,corticomesencephalic fibers
xrsp,DHBA,decussation of rubrospinal tract
xscp,DHBA,decussation of superior cerebellar peduncle
x4,DHBA,decussation of trochlear nerve fibers
dlf-m,DHBA,"dorsal longitudinal fasciculus, midbrain portion"
xdtg,DHBA,dorsal tegmental decussation
dtth-m,DHBA,"dorsal trigeminothalamic tract, midbrain portion"
fr,DHBA,fasciculus retroflexus (habenuno-interpeduncular tract)
hysp-m,DHBA,"hypothalamospinal fibers, midbrain portion"
iptg,DHBA,interpedunculotegmental tract
issp-m,DHBA,"interstitiospinal tract, midbrain portion"
ll-m,DHBA,"lateral lemniscus midbrain portion, Lateral lemniscus, LL"
ml-m,DHBA,"medial lemniscus, midbrain portion"
mlf-m,DHBA,"medial longitudinal fasciculus, midbrain portion"
mtg-m,DHBA,"medial tegmental tract, midbrain portion"
me5-m,DHBA,"mesencephalic trigeminal tract, midbrain portion"
poc,DHBA,posterior commissure
rubu-m,DHBA,"rubrobulbar (rubronuclear) tract, midbrain portion"
rol-m,DHBA,"rubro-olivary tract, midbrain portion"
rsp-m,DHBA,"rubrospinal tract, midbrain portion"
sl-m,DHBA,"spinal lemniscus, midbrain portion"
scp,DHBA,superior cerebellar peduncle (brachium conjunctivum)
cbru,DHBA,cerebellorubral tract
cbth,DHBA,cerebellothalamic tract
dtth,DHBA,dentatothalamic tract
geru,DHBA,globose-emboliform-rubral tract
rucb,DHBA,rubrocerebellar fibers
tcb,DHBA,tectocerebellar fibers
vscb-m,DHBA,"ventral spinocerebellar tract, midbrain portion"
tbu-m,DHBA,"tectobulbar tract, midbrain portion"
tol,DHBA,tecto-olivary fibers
tpn,DHBA,tectopontine tract
tsp-m,DHBA,"tectospinal tract, midbrain portion"
xvtg,DHBA,ventral tegmental decussation
vtth-m,DHBA,"ventral trigeminothalamic tract, midbrain portion"
wmtg,DHBA,white matter of tegmentum
MV,DHBA,ventricle of midbrain
Aq,DHBA,cerebral aqueduct
MSS,DHBA,surface structures of midbrain
fsmv,DHBA,frenulum of the superior medullary velum
ipf,DHBA,interpeduncular fossa
pops,DHBA,posterior perforated substance
icr,DHBA,infracollicular recess
ocs,DHBA,oculomotor sulcus
qgb,DHBA,quadrigeminal body
r3,DHBA,root of oculomotor nerve
r4,DHBA,root of trochlear nerve
trill,DHBA,trigone of lateral lemniscus (acoustic trigone)
mbv,DHBA,blood vessels of midbrain
H,DHBA,hindbrain (rhombencephalon)
HGM,DHBA,gray matter of the hindbrain
VeN,collection,vestibular nuclei
Met,DHBA,metencephalon
CB,DHBA,cerebellum
CBC,DHBA,cerebellar cortex
p,collection,purkinjecell
g,collection,granular cell
CBV,DHBA,cerebellar vermis
CBVp,collection,purkinjecell of vermis
CBVg,collection,granular cell of vermis
VeA,DHBA,"vermis, anterior lobe portion"
VeAm,DHBA,molecular layer of VeA
VeAp,DHBA,Purkinje cell layer of VeA
VeAg,DHBA,granular cell layer of VeA
VePo,DHBA,"vermis, posterior lobe portion"
VePs,DHBA,"vermis, posterior lobe portion, superior part"
VePsm,DHBA,molecular layer of VePs
VePsp,DHBA,Purkinje cell layer of VePs
VePsg,DHBA,granular cell layer of VePs
VePi,DHBA,"vermis, posterior lobe portion, inferior part"
VePim,DHBA,molecular layer of VePi
VePip,DHBA,Purkinje cell layer of VePi
VePig,DHBA,granular cell layer of VePi
VeF,DHBA,"vermis, flocculonodular lobe portion (nodulus)"
VeFm,DHBA,molecular layer of VeF
VeFp,DHBA,Purkinje cell layer of VeF
VeFg,DHBA,granular cell layer of VeF
CBH,DHBA,cerebellar hemisphere
CBPV,DHBA,paravermis of cerebellum
CBPVp,collection,purkinjecell of paravermis
CBPVg,collection,granular cell of paravermis
PVA,DHBA,"paravermis, anterior lobe portion"
PVAm,DHBA,molecular layer of PVA
PVAp,DHBA,Purkinje cell layer of PVA
PVAg,DHBA,granular cell layer of PVA
PVP,DHBA,"paravermis, posterior lobe portion"
PVPs,DHBA,"paravermis, posterior lobe portion, superior part"
PVPsm,DHBA,molecular layer of PVPs
PVPsp,DHBA,Purkinje cell layer of PVPs
PVPsg,DHBA,granular cell layer of PVPs
PVPi,DHBA,"paravermis, posterior lobe portion, inferior part"
PVPim,DHBA,molecular layer of PVPi
PVPip,DHBA,Purkinje cell layer of PVPi
PVPig,DHBA,granular cell layer of PVPi
PVF,DHBA,"paravermis, flocculonodular lobe portion"
PVFm,DHBA,molecular layer of PVF
PVFp,DHBA,Purkinje cell layer of PVF
PVFg,DHBA,granular cell layer of PVF
CBL,DHBA,lateral hemisphere of cerebellum
CBLp,collection,purkinjecell of lateral heimisphere
CBLg,collection,granular cellof lateral heimisphere
CBLA,DHBA,"lateral hemisphere, anterior lobe portion"
CBLAm,DHBA,molecular layer of CBLA
CBLAp,DHBA,Purkinje cell layer of CBLA
CBLAg,DHBA,granular cell layer of CBLA
CBLP,DHBA,"lateral hemisphere, posterior lobe portion"
CBLPs,DHBA,"lateral hemisphere, posterior lobe portion, superior part"
CBLPsm,DHBA,molecular layer of CBLPs
CBLPsp,DHBA,Purkinje cell layer of CBLPs
CBLPsg,DHBA,granular cell layer of CBLPs
CBLPi,DHBA,"lateral hemisphere, posterior lobe portion, inferior part"
CBLPim,DHBA,molecular layer of CBLPi
CBLPip,DHBA,Purkinje cell layer of CBLPi
CBLPig,DHBA,granular cell layer of CBLPi
CBLF,DHBA,"lateral hemisphere, flocculonodular lobe portion"
CBLFm,DHBA,molecular layer of CBLF
CBLFp,DHBA,Purkinje cell layer of CBLF
CBLFg,DHBA,granular cell layer of CBLF
CbDN,DHBA,cerebellar deep nuclei
DT,DHBA,dentate (lateral) nucleus
DTNO,makeshift,inhibit nucleoolivary nucleus of DT
DTlv,DHBA,"dentate nucleus, lateroventral part"
DTmd,DHBA,"dentate nucleus, mediodorsal part"
InP,DHBA,interpositus (intermediate) nucleus
InPNO,makeshift,inhibit nucleoolivary nucleus of InP
InPM,DHBA,medial interpositus (globose) nucleus
InPL,DHBA,lateral interpositus (emboliform) nucleus
Fas,DHBA,fastigial (medial) nucleus
FasL,DHBA,"fastigial nucleus, lateral part"
FasM,DHBA,"fastigial nucleus, medial part"
BIcb,DHBA,basal interstitial nucleus of cerebellum
Pn,DHBA,pons
PnBa,DHBA,basilar part of pons
PN,DHBA,pontine nucleus
PNd,DHBA,dorsal nucleus
PNdl,DHBA,dorsolateral nucleus
PNdm,DHBA,dorsomedial nucleus
PNl,DHBA,lateral nucleus
PNm,DHBA,median nucleus
PNpar,DHBA,paramedian nucleus
PNped,DHBA,peduncular nucleus
RTg,DHBA,nucleus reticularis tegmenti pontis (NRTP)
PnTg,DHBA,pontine tegmentum
PnEN,DHBA,efferent nuclei of cranial nerves in pons
6N,DHBA,abducens nucleus
Acs7,DHBA,accessory facial nucleus
7N,DHBA,"Facial nucleus, VII"
7D,DHBA,"facial nucleus, dorsal subnucleus"
7VI,DHBA,"facial nucleus, ventrointermediate subnucleus"
7VM,DHBA,"facial nucleus, ventromedial subnucleus"
7SH,DHBA,"facial nucleus,stylohyoid part"
7VL,DHBA,"facial nucleus, ventrolateral subnucleus"
Lac,DHBA,lacrimal nucleus
Mo5,DHBA,motor nucleus of trigeminal nerve
Mo5lpt,DHBA,"motor nucleus of trigeminal nerve, lateral pterygoid part"
Mo5ma,DHBA,"motor nucleus of trigeminal nerve, masseter part"
Mo5mpt,DHBA,"motor nucleus of trigeminal nerve, medial pterygoid part"
Mo5my,DHBA,"motor nucleus of trigeminal nerve, mylohyoid part"
Mo5te,DHBA,"motor nucleus of trigeminal nerve, temporalis part"
SuSV,DHBA,superior salivatory nucleus
PnAN,DHBA,afferent nuclei of cranial nerves in pons
8Co,DHBA,cochlear nuclei
DCo,DHBA,dorsal cochlear nucleus
GrCo,DHBA,granular cell layer of cochlear nuclei
VCo,DHBA,ventral cochlear nucleus
VCoR,DHBA,"ventral cochlear nucleus, rostral part"
VCoC,DHBA,"ventral cochlear nucleus, caudal part"
Me5-p,DHBA,"mesencephalic nucleus of trigeminal nerve, pontine part"
Pr5,DHBA,principal sensory nucleus of trigeminal nerve
Pr5dm,DHBA,dorsomedial nucleus of Pr5
Pr5vl,DHBA,ventrolateral nucleus of Pr5
Sp5o,DHBA,"spinal nucleus of trigeminal nerve, oral subnucleus"
8Ve-p,DHBA,vestibular nuclei in pons
LVe,DHBA,lateral vestibular nucleus
LVeMC,DHBA,"lateral vestibular nucleus, magnocellular part"
LVePC,DHBA,"lateral vestibular nucleus, parvicellular part"
SuVe,DHBA,superior vestibular nucleus
VTg,DHBA,ventral tegmental nucleus
VTgR,DHBA,"ventral tegmental nucleus, rostral extension"
VTgI,DHBA,"ventral tegmental nucleus, infrafascicular part"
VTgP,DHBA,"ventral tegmental nucleus, principal part"
VTgS,DHBA,"ventral tegmental nucleus, suprafascicular part"
PnAR,DHBA,auditory relay nuclei in pons
LLN,DHBA,nuclei of lateral lemniscus
DLL,DHBA,dorsal nucleus of lateral lemniscus
ILL,DHBA,intermediate nucleus of lateral lemniscus
VLL,DHBA,ventral nucleus of lateral lemniscus
TrZ,DHBA,nucleus of trapezoid body
TrZl,DHBA,lateral nucleus of trapezoid body
TrZm,DHBA,medial nucleus of trapezoid body
TrZv,DHBA,ventral nucleus of trapezoid body
SOC,DHBA,superior olivary complex
POI,DHBA,periolivary nuclei
LPOI,DHBA,lateral periolivary nucleus
MPOI,DHBA,medial periolivary nucleus
RO,DHBA,retro-olivary cell group
SOI,DHBA,superior olivary nucleus
LSO,DHBA,lateral superior olivary nucleus
MSO,DHBA,medial superior olive
SPO,DHBA,superior paraolivary nucleus
PrO,DHBA,preolivary nucleus
PnRa,DHBA,raphe pontis nucleus
DR-p,DHBA,dorsal raphe nucleus
MnR-p,DHBA,median raphe nucleus
PMnRt,DHBA,"paramedian raphe nucleus, reticular part"
PRn,DHBA,raphe pontis nucleus
RIP,DHBA,raphe interpositus nucleus
PnRF,DHBA,pontine reticular formation;
PB,DHBA,"Parabrachial nucleus, parabrachial neclei"
LPB,DHBA,lateral parabrachial nucleus
LPBc,DHBA,"lateral parabrachial nucleus, central part"
LPBd,DHBA,"lateral parabrachial nucleus, dorsal part"
LPBe,DHBA,"lateral parabrachial nucleus, external part"
LPBs,DHBA,"lateral parabrachial nucleus, superior part"
MPB,DHBA,medial parabrachial nucleus
MPBe,DHBA,"medial parabrachial nucleus, external part"
MPBm,DHBA,"medial parabrachial nucleus, medial part"
SPP,DHBA,subpeduncular pigmented nucleus
SPB,DHBA,subparabrachial nucleus
PnRt,DHBA,reticular nuclei of pons
PnC,DHBA,"pontine reticular nuleus caudal part, Nucleus reticularis pontis caudalis, RPC"
PnO,DHBA,"pontine reticular nucleus, oral part"
PLN,DHBA,paralemniscal nucleus
PMn,DHBA,paramedian reticular nucleus
RtTg,DHBA,reticulotegmental nucleus
RtTgD,DHBA,"reticulotegmental nucleus, dorsal part"
PnNA,DHBA,group of noradrenergic neurons in pons
NC,DHBA,nucleus coeruleus
SubC,DHBA,"SubCoeruleus nucleus, Nucleus SubCoeruleus, sC"
SubCd,DHBA,"subcoeruleus nucleus, dorsal part"
SubCv,DHBA,"subcoeruleus nucleus, ventral part"
XPnTg,DHBA,other nuclei in pontine tegmentum
Acs5,DHBA,accessory trigeminal nucleus
AInS,DHBA,alar interstitial nucleus
B9,DHBA,B9 serotonin cells
Bar,DHBA,Barrington's nucleus
PnCG,DHBA,central gray of pons
CAT,DHBA,central nucleus of acoustic tract
DTg,DHBA,dorsal tegmental nucleus
DTgC,DHBA,"dorsal tegmental nucleus, central part"
